0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.527596733895129769e-03,-1.527596733895129769e-03,-1.527596733895157308e-03,-1.527596733895208482e-03,-1.527596733895259873e-03,-1.527596733895291532e-03,-1.527596733895328395e-03,-1.527596733895347910e-03,-1.527596733895357668e-03,-1.527596733895363740e-03,-1.527596733895382171e-03,-1.527596733895363957e-03,-1.527596733895358752e-03,-1.527596733895350296e-03,-1.527596733895330563e-03,-1.527596733895293917e-03,-1.527596733895262258e-03,-1.527596733895210217e-03,-1.527596733895159693e-03,-1.527596733895132371e-03
-3.055193467790167164e-03,-3.055193467790171067e-03,-3.055193467790240022e-03,-3.055193467790360586e-03,-3.055193467790488088e-03,-3.055193467790582196e-03,-3.055193467790690617e-03,-3.055193467790769980e-03,-3.055193467790836333e-03,-3.055193467790899217e-03,-3.055193467790934779e-03,-3.055193467790900085e-03,-3.055193467790837634e-03,-3.055193467790774751e-03,-3.055193467790695387e-03,-3.055193467790586533e-03,-3.055193467790491991e-03,-3.055193467790364922e-03,-3.055193467790243925e-03,-3.055193467790176271e-03
-4.582790201685229929e-03,-4.582790201685235133e-03,-4.582790201685339217e-03,-4.582790201685525699e-03,-4.582790201685719989e-03,-4.582790201685863971e-03,-4.582790201686031371e-03,-4.582790201686155404e-03,-4.582790201686257753e-03,-4.582790201686359234e-03,-4.582790201686412143e-03,-4.582790201686360101e-03,-4.582790201686260355e-03,-4.582790201686161476e-03,-4.582790201686037443e-03,-4.582790201685870042e-03,-4.582790201685727795e-03,-4.582790201685531771e-03,-4.582790201685346156e-03,-4.582790201685242940e-03
-6.110386935580291827e-03,-6.110386935580298766e-03,-6.110386935580439279e-03,-6.110386935580686477e-03,-6.110386935580952757e-03,-6.110386935581149648e-03,-6.110386935581377764e-03,-6.110386935581549502e-03,-6.110386935581690014e-03,-6.110386935581823588e-03,-6.110386935581890375e-03,-6.110386935581825323e-03,-6.110386935581695218e-03,-6.110386935581559043e-03,-6.110386935581386438e-03,-6.110386935581160923e-03,-6.110386935580961430e-03,-6.110386935580694283e-03,-6.110386935580447952e-03,-6.110386935580310042e-03
-7.637983669475275662e-03,-7.637983669475289540e-03,-7.637983669475482094e-03,-7.637983669475816896e-03,-7.637983669476173382e-03,-7.637983669476445733e-03,-7.637983669476753647e-03,-7.637983669476995641e-03,-7.637983669477193399e-03,-7.637983669477374678e-03,-7.637983669477471822e-03,-7.637983669477376412e-03,-7.637983669477198603e-03,-7.637983669477006049e-03,-7.637983669476765790e-03,-7.637983669476456142e-03,-7.637983669476185525e-03,-7.637983669475828172e-03,-7.637983669475493370e-03,-7.637983669475304285e-03
-9.165580403370347101e-03,-9.165580403370371387e-03,-9.165580403370581289e-03,-9.165580403370959459e-03,-9.165580403371375792e-03,-9.165580403371703655e-03,-9.165580403372083559e-03,-9.165580403372378462e-03,-9.165580403372623058e-03,-9.165580403372853777e-03,-9.165580403372964799e-03,-9.165580403372855511e-03,-9.165580403372631732e-03,-9.165580403372394075e-03,-9.165580403372099172e-03,-9.165580403371717533e-03,-9.165580403371393139e-03,-9.165580403370975071e-03,-9.165580403370595167e-03,-9.165580403370387000e-03
-1.069317713726533441e-02,-1.069317713726536216e-02,-1.069317713726563798e-02,-1.069317713726612891e-02,-1.069317713726665453e-02,-1.069317713726705352e-02,-1.069317713726749934e-02,-1.069317713726782547e-02,-1.069317713726807527e-02,-1.069317713726827997e-02,-1.069317713726842568e-02,-1.069317713726828691e-02,-1.069317713726808741e-02,-1.069317713726784629e-02,-1.069317713726752016e-02,-1.069317713726707086e-02,-1.069317713726667014e-02,-1.069317713726614973e-02,-1.069317713726565706e-02,-1.069317713726538124e-02
-1.222077387116028702e-02,-1.222077387116032345e-02,-1.222077387116065304e-02,-1.222077387116123071e-02,-1.222077387116186561e-02,-1.222077387116235828e-02,-1.222077387116289951e-02,-1.222077387116329503e-02,-1.222077387116358126e-02,-1.222077387116382065e-02,-1.222077387116399932e-02,-1.222077387116382759e-02,-1.222077387116359860e-02,-1.222077387116331758e-02,-1.222077387116292206e-02,-1.222077387116238430e-02,-1.222077387116188643e-02,-1.222077387116125846e-02,-1.222077387116067559e-02,-1.222077387116034600e-02
-1.374837060505501064e-02,-1.374837060505506268e-02,-1.374837060505548075e-02,-1.374837060505620413e-02,-1.374837060505700211e-02,-1.374837060505765436e-02,-1.374837060505836039e-02,-1.374837060505889469e-02,-1.374837060505928674e-02,-1.374837060505962154e-02,-1.374837060505982797e-02,-1.374837060505962848e-02,-1.374837060505930755e-02,-1.374837060505892244e-02,-1.374837060505839509e-02,-1.374837060505768212e-02,-1.374837060505702986e-02,-1.374837060505623536e-02,-1.374837060505550851e-02,-1.374837060505509391e-02
