-1.908438248767905729e-09,-3.902272110940839880e-09,1.311059743272979458e-09,-4.204177338687086103e-09,-9.244298159030669732e-09,1.082472496377216362e-10,-1.511579966718360618e-09,-5.276779902542742470e-09,2.977327966281880997e-10,-6.588855845472696426e-09,2.973151203071412382e-09,-7.857184817404655811e-09,-2.400598603000234262e-09,-6.703607522383359107e-09,-9.979311730321047819e-09,-4.179267806801598368e-09,-2.312908309402275306e-09,-5.320966250374264614e-09,-7.236574628317622281e-09,-9.102976663714944586e-09,-3.098360925517327363e-09,-3.616369082912494282e-09,-9.102692210806668030e-09,-3.837306770379305884e-09,-8.794041014764322631e-09,-8.410111170870831002e-09,3.663236284814517726e-09,-2.922735454852031347e-09,-6.947587153586370912e-09,2.540460880670527416e-09,-3.223567226410921360e-09,-2.037842252746151911e-09,-9.859019391432769994e-09,-1.004448164047952105e-09,4.004447876239511026e-09,3.863212062904942522e-09,2.680171613412955268e-09,2.001681255196416896e-09,-7.424521253763909090e-09,-8.330862875363578141e-09,-2.146663610033043654e-09,2.050505854253771446e-09,-4.284808370283053544e-09,2.078811632564897451e-09,1.026669902122001685e-09,-1.510910662059464400e-09,-9.075114930551014727e-09,1.279237343956634784e-09,-9.975153070545861094e-09,-1.492699800549253679e-09
-1.103977541688184635e-05,-4.395078976163944534e-05,-9.828538120774788877e-05,-1.732439322765658228e-04,-2.676850268879910023e-04,-3.803449404298912579e-04,-5.095018545769773111e-04,-6.532282464378330860e-04,-8.094912644388782032e-04,-9.758321788236047319e-04,-1.149944779894508965e-03,-1.329142617344397561e-03,-1.510658128732241673e-03,-1.691845361606166432e-03,-1.869908443424330227e-03,-2.042141477516734409e-03,-2.205844213161295246e-03,-2.358567443896075928e-03,-2.497871287166336315e-03,-2.621652551760301000e-03,-2.727897189005502616e-03,-2.814936216348089271e-03,-2.881553658488947203e-03,-2.926473343892328858e-03,-2.949110153022407692e-03,-2.949141145147912528e-03,-2.926493807037968634e-03,-2.881501094992547102e-03,-2.815006519618351924e-03,-2.727904134349242414e-03,-2.621624342627493567e-03,-2.497899064831284044e-03,-2.358558763986217787e-03,-2.205883716815950843e-03,-2.042110102256973047e-03,-1.869899764386035541e-03,-1.691836117981798540e-03,-1.510651286530396856e-03,-1.329095640053989599e-03,-1.149990944709903878e-03,-9.758264128769763733e-04,-8.094500640149763409e-04,-6.532228773539202693e-04,-5.094576632902588159e-04,-3.803484962053483198e-04,-2.677027304226997878e-04,-1.732073092472217264e-04,-9.828713199775044695e-05,-4.397332578979782275e-05,-1.105497198435356007e-05
-2.136324979378375320e-05,-8.504805693710760595e-05,-1.902939332785807079e-04,-3.358040240506584228e-04,-5.197426936647246308e-04,-7.396942317571271030e-04,-9.928294598888073516e-04,-1.275740948423987817e-03,-1.584581500936958418e-03,-1.915162470272918898e-03,-2.262790110514295832e-03,-2.622490838305599741e-03,-2.988977437248386236e-03,-3.356701617664267518e-03,-3.720094634907877753e-03,-4.073396025774408610e-03,-4.411023181021424440e-03,-4.727374019382044913e-03,-5.017280555404835668e-03,-5.275825785592762329e-03,-5.498592672750088339e-03,-5.681669836446741166e-03,-5.821896021031108294e-03,-5.916829089936636449e-03,-5.964663246974533962e-03,-5.964668730891156852e-03,-5.916785448228948675e-03,-5.821887064150203794e-03,-5.681659073273516956e-03,-5.498595461885587288e-03,-5.275834215113431487e-03,-5.017312527402377313e-03,-4.727411822824365874e-03,-4.410993995796749952e-03,-4.073443225779641019e-03,-3.720104925661927870e-03,-3.356713631419303012e-03,-2.988970907889516686e-03,-2.622490737673797371e-03,-2.262788362555937481e-03,-1.915127211538519315e-03,-1.584579744036481103e-03,-1.275695459363961450e-03,-9.928372588714922710e-04,-7.397088359761836221e-04,-5.197606594247251898e-04,-3.358162765087587182e-04,-1.903074330252241232e-04,-8.500272025069896369e-05,-2.129296826338766650e-05
-3.019514778533121866e-05,-1.203886738337000601e-04,-2.698396534033119958e-04,-4.771379750118846883e-04,-7.402222254570126666e-04,-1.056543246049743145e-03,-1.422813407652950878e-03,-1.835091221672486856e-03,-2.288674084259129278e-03,-2.778214144306254216e-03,-3.297593882146300590e-03,-3.839905204715369450e-03,-4.397578729113853571e-03,-4.962555243711257343e-03,-5.525981542301336771e-03,-6.078836766017536516e-03,-6.611739144101310903e-03,-7.115275336974016297e-03,-7.580227843292155869e-03,-7.997679723723203488e-03,-8.359542823113618251e-03,-8.658505683883375645e-03,-8.888391123619497278e-03,-9.044422046983848981e-03,-9.123264909051147578e-03,-9.123269463413219080e-03,-9.044419241896460918e-03,-8.888393790027883032e-03,-8.658484459252586626e-03,-8.359559304468921342e-03,-7.997703719432034883e-03,-7.580203582060879297e-03,-7.115277762692990074e-03,-6.611729327700149351e-03,-6.078883630103840835e-03,-5.526047060512769352e-03,-4.962552147757770711e-03,-4.397572009729838229e-03,-3.839884709636213513e-03,-3.297596735061653767e-03,-2.778225224642689919e-03,-2.288666044527787238e-03,-1.835085072620394912e-03,-1.422845476242424025e-03,-1.056538757999836171e-03,-7.402535337284978827e-04,-4.771355070930944080e-04,-2.698669429640520104e-04,-1.204201470148382803e-04,-3.020893362546032434e-05
-3.683506686878480356e-05,-1.471838338066437961e-04,-3.305430040541462700e-04,-5.861340074089932146e-04,-9.125373136056390104e-04,-1.308013921975036261e-03,-1.770053290780459554e-03,-2.295467547979628507e-03,-2.880053987526402706e-03,-3.518600789335137816e-03,-4.204794918895997033e-03,-4.930895954752516006e-03,-5.687897990691304952e-03,-6.465311850814174817e-03,-7.251399575148563710e-03,-8.033155106540191756e-03,-8.796478960832373670e-03,-9.526634816443852599e-03,-1.020850315716529712e-02,-1.082705276076226415e-02,-1.136807769787193459e-02,-1.181843531268655760e-02,-1.216685589058753500e-02,-1.240438519588456766e-02,-1.252473424134714804e-02,-1.252474803981959602e-02,-1.240436192191122361e-02,-1.216684465715323418e-02,-1.181843110478904106e-02,-1.136806743710810398e-02,-1.082706613913433230e-02,-1.020846549215304565e-02,-9.526627725982244124e-03,-8.796506751102431063e-03,-8.033145318405538263e-03,-7.251428560168067181e-03,-6.465300894242104190e-03,-5.687870997356618552e-03,-4.930889121677282765e-03,-4.204779840744188313e-03,-3.518642932179030357e-03,-2.880023519750979887e-03,-2.295454154146550716e-03,-1.770028746301734917e-03,-1.308018167718867858e-03,-9.125352610128802718e-04,-5.860904532569121946e-04,-3.305938932789283225e-04,-1.471698432287743216e-04,-3.684773706527045222e-05
-4.066190734860606926e-05,-1.626196738455641146e-04,-3.663464906561727879e-04,-6.519037156692083666e-04,-1.019914290405903121e-03,-1.470217557209250753e-03,-2.002795961482448268e-03,-2.616661199239170461e-03,-3.310097325293878765e-03,-4.080008794201592931e-03,-4.921818134717076583e-03,-5.828818208762998575e-03,-6.792020314362306327e-03,-7.800287365825038163e-03,-8.839136141167124039e-03,-9.891524538337246805e-03,-1.093775060405951551e-02,-1.195568197534585542e-02,-1.292152065580591362e-02,-1.381032968093751263e-02,-1.459777618284360118e-02,-1.526033798540997986e-02,-1.577729604516039941e-02,-1.613195212675372706e-02,-1.631238170610358959e-02,-1.631236466627611348e-02,-1.613194712595023353e-02,-1.577729185759269015e-02,-1.526028411748601987e-02,-1.459776677978839865e-02,-1.381039993018830757e-02,-1.292151844983568595e-02,-1.195561806853527760e-02,-1.093768649987084812e-02,-9.891516080060521951e-03,-8.839081920683439578e-03,-7.800291832374241577e-03,-6.792084314067801595e-03,-5.828747117718477769e-03,-4.921747716734811880e-03,-4.080008194332089902e-03,-3.310091679835024028e-03,-2.616666819582144036e-03,-2.002794219553390674e-03,-1.470225490900961725e-03,-1.019853472922371655e-03,-6.519125099367636478e-04,-3.663421540142052760e-04,-1.626916094335566980e-04,-4.065720128864410560e-05
-4.098461712257999969e-05,-1.644049983508888500e-04,-3.714926794102663956e-04,-6.644557493175861631e-04,-1.045939600348051507e-03,-1.519102614194417587e-03,-2.087487372064471963e-03,-2.754379532808198545e-03,-3.522572945923813526e-03,-4.393731481598506412e-03,-5.368030589045567728e-03,-6.442977160746963389e-03,-7.612977607410724955e-03,-8.868449287152069954e-03,-1.019486256609044260e-02,-1.157235601181990856e-02,-1.297527548976086000e-02,-1.437218014194449264e-02,-1.572672183331849660e-02,-1.699829366320618207e-02,-1.814459157850843371e-02,-1.912374253056915371e-02,-1.989698319872574769e-02,-2.043207277955269574e-02,-2.070574832252023573e-02,-2.070576422840194816e-02,-2.043213548963739717e-02,-1.989695484064963812e-02,-1.912371428903696449e-02,-1.814458522947907243e-02,-1.699828381510350150e-02,-1.572666479907473477e-02,-1.437221336414216261e-02,-1.297523765622040498e-02,-1.157234982778150567e-02,-1.019488529186179590e-02,-8.868480788561934267e-03,-7.613001152956713584e-03,-6.443027158832978496e-03,-5.368003120771383009e-03,-4.393761415415991037e-03,-3.522542784861005215e-03,-2.754354546518367978e-03,-2.087506055779642447e-03,-1.519127406260994571e-03,-1.045936913130796585e-03,-6.644902718200278603e-04,-3.715211379799748673e-04,-1.644199233078776491e-04,-4.099513388224019714e-05
-3.752138917308476515e-05,-1.509384059269876449e-04,-3.425960923592204482e-04,-6.166097709008158982e-04,-9.783882207502888825e-04,-1.434905183963043791e-03,-1.994320313601668452e-03,-2.665633904920455127e-03,-3.458498842459572977e-03,-4.382471556697162957e-03,-5.446027603396963457e-03,-6.655720171421459878e-03,-8.014598944567623284e-03,-9.520713664612047780e-03,-1.116486968594525807e-02,-1.292916702366543949e-02,-1.478472292353415728e-02,-1.669079634981696092e-02,-1.859410561704927592e-02,-2.043022692540501228e-02,-2.212632844427093320e-02,-2.360552110393858774e-02,-2.479373900084889948e-02,-2.562628451747327174e-02,-2.605527938273559732e-02,-2.605527916721775417e-02,-2.562629328607745477e-02,-2.479378909133000963e-02,-2.360552244345946390e-02,-2.212632924029751466e-02,-2.043024705795009818e-02,-1.859409514600365160e-02,-1.669081780914519891e-02,-1.478478233484644029e-02,-1.292921112407296666e-02,-1.116492641610217391e-02,-9.520706956093978601e-03,-8.014621760216030302e-03,-6.655719885488850691e-03,-5.446071988904197490e-03,-4.382482046401054918e-03,-3.458512396054401472e-03,-2.665644111161073401e-03,-1.994260266902016417e-03,-1.434891403914746906e-03,-9.783837973191377834e-04,-6.166177362883487265e-04,-3.426220377128143171e-04,-1.509217432508973386e-04,-3.758935856152923843e-05
-3.043591742896027062e-05,-1.229244987891753586e-04,-2.807140509165941249e-04,-5.093507490428162646e-04,-8.167788987211325536e-04,-1.213248169746266409e-03,-1.711577719606301997e-03,-2.327043878433993507e-03,-3.077265137044956581e-03,-3.981893008830508611e-03,-5.061849926046540007e-03,-6.338214835576048457e-03,-7.830602415719678175e-03,-9.554383970501892018e-03,-1.151743442585587140e-02,-1.371542718766362821e-02,-1.612734771907689546e-02,-1.870998245615830904e-02,-2.139403619457349442e-02,-2.408213000668233197e-02,-2.665090823977511042e-02,-2.895862021646138096e-02,-3.085756135661229041e-02,-3.221229614934779939e-02,-3.291814173363084850e-02,-3.291815635307585725e-02,-3.221228785580491916e-02,-3.085754254729356633e-02,-2.895860449325158778e-02,-2.665091055630567501e-02,-2.408210065836574251e-02,-2.139396702081621318e-02,-1.870992549785868014e-02,-1.612729829536740933e-02,-1.371539684884083912e-02,-1.151737631110486167e-02,-9.554365791885552350e-03,-7.830592453305303818e-03,-6.338209284617269020e-03,-5.061794239645200054e-03,-3.981881877438286574e-03,-3.077220484934342550e-03,-2.327051593215485534e-03,-1.711565742916101645e-03,-1.213269676323549791e-03,-8.167828662915179588e-04,-5.093392900801027709e-04,-2.807368903643172849e-04,-1.229419982126542731e-04,-3.046424066729161553e-05
-2.110654181068189213e-05,-8.546223837274798899e-05,-1.966442354006600612e-04,-3.608634548877524156e-04,-5.867772749566235735e-04,-8.865927125281258684e-04,-1.275742560519108407e-03,-1.774134386535661028e-03,-2.406065107841980338e-03,-3.201134641943667071e-03,-4.193842826491981333e-03,-5.424231519878358956e-03,-6.935764778011802197e-03,-8.773743487148048109e-03,-1.098054329043388587e-02,-1.358903643725664460e-02,-1.661259903228422610e-02,-2.003191131373808359e-02,-2.378091088395451261e-02,-2.773282401320514845e-02,-3.169291051323226693e-02,-3.540314949299586816e-02,-3.856522219071854135e-02,-4.088131909684536436e-02,-4.210805117057075247e-02,-4.210804763678677176e-02,-4.088128952317494208e-02,-3.856521084929580984e-02,-3.540312858885658748e-02,-3.169283560822033774e-02,-2.773277075452644860e-02,-2.378080083210551074e-02,-2.003190323754237487e-02,-1.661255589082883191e-02,-1.358903363991415501e-02,-1.098060117657172728e-02,-8.773762369209172837e-03,-6.935783956422979929e-03,-5.424216471648654961e-03,-4.193902810579462279e-03,-3.201163416173438518e-03,-2.406168449989506356e-03,-1.774129054079789198e-03,-1.275738283243582670e-03,-8.865209323623710275e-04,-5.867484335693983746e-04,-3.608153886614575714e-04,-1.966943573166888757e-04,-8.539501229405859828e-05,-2.107515100302140417e-05
