# g,IPR
0.000000000000000000e+00,1.260907786563158517e+01
1.000000000000000000e+00,1.227682650839271261e+01
2.000000000000000000e+00,1.302613102421579505e+01
3.000000000000000000e+00,1.406660660520046058e+01
4.000000000000000000e+00,1.521949148097247217e+01
5.000000000000000000e+00,1.650302286027264387e+01
6.000000000000000000e+00,1.755014724564094664e+01
