# g,occ0,occ1,ipr
3.300000000000000266e+00,5.000000000000001110e-01,5.000000000000000000e-01,5.000000000000001110e-01
3.350000000000000089e+00,5.000000000000001110e-01,5.000000000000002220e-01,5.000000000000003331e-01
3.400000000000000355e+00,5.000000000000000000e-01,4.999999999999993894e-01,4.999999999999993894e-01
3.450000000000000178e+00,4.999999999999997780e-01,5.000000000000003331e-01,5.000000000000001110e-01
3.500000000000000000e+00,5.000000000000003331e-01,5.000000000000002220e-01,5.000000000000005551e-01
3.550000000000000266e+00,5.000000000000001110e-01,4.999999999999996669e-01,4.999999999999997780e-01
3.600000000000000089e+00,4.999999999999999445e-01,5.000000000000001110e-01,5.000000000000000000e-01
3.650000000000000355e+00,5.000000000000002220e-01,4.999999999999997780e-01,5.000000000000000000e-01
3.700000000000000178e+00,4.999999999999993894e-01,5.000000000000007772e-01,5.000000000000002220e-01
3.750000000000000000e+00,4.999999999999998335e-01,4.999999999999997780e-01,4.999999999999996114e-01
3.800000000000000266e+00,5.000000000000004441e-01,5.000000000000003331e-01,5.000000000000007772e-01
3.850000000000000089e+00,4.999999999999995559e-01,5.000000000000009992e-01,5.000000000000005551e-01
3.900000000000000355e+00,4.999999999999997780e-01,5.000000000000006661e-01,5.000000000000004441e-01
3.950000000000000178e+00,4.999999999999997224e-01,5.000000000000001110e-01,4.999999999999998335e-01
4.000000000000000000e+00,4.999999999999992228e-01,5.000000000000007772e-01,5.000000000000000000e-01
