# g,occ0,occ1,ipr
1.750000000000000000e+00,5.000000000000002220e-01,4.999999999999992228e-01,4.999999999999994449e-01
1.800000000000000044e+00,5.000000000000012212e-01,4.999999999999985567e-01,4.999999999999997780e-01
1.850000000000000089e+00,5.000000000000011102e-01,4.999999999999988343e-01,4.999999999999999445e-01
1.900000000000000133e+00,5.000000000000005551e-01,4.999999999999993339e-01,4.999999999999998890e-01
1.950000000000000178e+00,5.000000000000012212e-01,4.999999999999987232e-01,4.999999999999999445e-01
2.000000000000000000e+00,5.000000000000013323e-01,4.999999999999993339e-01,5.000000000000006661e-01
2.050000000000000266e+00,5.000000000000006661e-01,4.999999999999995559e-01,5.000000000000002220e-01
2.100000000000000089e+00,5.000000000000007772e-01,4.999999999999988343e-01,4.999999999999996114e-01
2.149999999999999911e+00,5.000000000000008882e-01,4.999999999999988898e-01,4.999999999999997780e-01
2.200000000000000178e+00,5.000000000000014433e-01,4.999999999999990008e-01,5.000000000000004441e-01
2.250000000000000000e+00,5.000000000000002220e-01,4.999999999999996114e-01,4.999999999999998335e-01
2.300000000000000266e+00,5.000000000000014433e-01,4.999999999999985012e-01,4.999999999999999445e-01
2.350000000000000089e+00,5.000000000000022204e-01,4.999999999999977240e-01,4.999999999999999445e-01
2.400000000000000355e+00,5.000000000000009992e-01,4.999999999999993339e-01,5.000000000000003331e-01
2.450000000000000178e+00,5.000000000000014433e-01,4.999999999999985567e-01,5.000000000000000000e-01
2.500000000000000000e+00,5.000000000000014433e-01,4.999999999999989453e-01,5.000000000000004441e-01
2.550000000000000266e+00,5.000000000000019984e-01,4.999999999999987788e-01,5.000000000000007772e-01
2.600000000000000089e+00,5.000000000000015543e-01,4.999999999999990563e-01,5.000000000000006661e-01
2.650000000000000355e+00,5.000000000000007772e-01,4.999999999999987788e-01,4.999999999999995559e-01
2.700000000000000178e+00,5.000000000000022204e-01,4.999999999999983902e-01,5.000000000000006661e-01
2.750000000000000000e+00,5.000000000000021094e-01,4.999999999999984457e-01,5.000000000000005551e-01
2.800000000000000266e+00,5.000000000000012212e-01,4.999999999999989453e-01,5.000000000000002220e-01
2.850000000000000089e+00,5.000000000000016653e-01,4.999999999999987788e-01,5.000000000000004441e-01
2.900000000000000355e+00,5.000000000000015543e-01,4.999999999999989453e-01,5.000000000000004441e-01
2.950000000000000178e+00,5.000000000000012212e-01,4.999999999999990563e-01,5.000000000000002220e-01
3.000000000000000000e+00,5.000000000000017764e-01,4.999999999999981126e-01,4.999999999999998890e-01
3.050000000000000266e+00,5.000000000000019984e-01,4.999999999999977240e-01,4.999999999999997224e-01
3.100000000000000089e+00,5.000000000000018874e-01,4.999999999999989453e-01,5.000000000000008882e-01
3.150000000000000355e+00,5.000000000000013323e-01,4.999999999999985012e-01,4.999999999999998335e-01
3.200000000000000178e+00,5.000000000000021094e-01,4.999999999999981126e-01,5.000000000000002220e-01
3.250000000000000000e+00,4.999999999999998335e-01,5.000000000000001110e-01,4.999999999999999445e-01
3.300000000000000266e+00,5.000000000000023315e-01,4.999999999999974465e-01,4.999999999999997780e-01
3.350000000000000089e+00,5.000000000000013323e-01,4.999999999999986677e-01,5.000000000000000000e-01
3.400000000000000355e+00,5.000000000000004441e-01,4.999999999999993339e-01,4.999999999999997780e-01
3.450000000000000178e+00,5.000000000000012212e-01,4.999999999999989453e-01,5.000000000000002220e-01
3.500000000000000000e+00,5.000000000000002220e-01,4.999999999999996669e-01,4.999999999999998890e-01
3.550000000000000266e+00,5.000000000000029976e-01,4.999999999999967804e-01,4.999999999999997780e-01
3.600000000000000089e+00,5.000000000000011102e-01,4.999999999999988898e-01,5.000000000000000000e-01
3.650000000000000355e+00,5.000000000000000000e-01,5.000000000000002220e-01,5.000000000000002220e-01
3.700000000000000178e+00,5.000000000000005551e-01,4.999999999999993339e-01,4.999999999999998890e-01
3.750000000000000000e+00,4.999999999999996669e-01,5.000000000000002220e-01,4.999999999999998890e-01
3.800000000000000266e+00,5.000000000000014433e-01,4.999999999999985567e-01,5.000000000000000000e-01
3.850000000000000089e+00,4.999999999999992228e-01,5.000000000000006661e-01,4.999999999999998890e-01
3.900000000000000355e+00,5.000000000000027756e-01,4.999999999999971689e-01,4.999999999999999445e-01
3.950000000000000178e+00,5.000000000000035527e-01,4.999999999999961697e-01,4.999999999999997224e-01
4.000000000000000000e+00,5.000000000000011102e-01,4.999999999999987232e-01,4.999999999999998335e-01
